"install_date","country","platform","installs_total","d1_returners","d3_returners","d7_returners","d14_returners","d1_retention_pct","d3_retention_pct","d7_retention_pct","d14_retention_pct","eligible_d1","eligible_d3","eligible_d7","eligible_d14"
"2019-08-01","Asgard","android",44,21,16,8,9,47.73,36.36,18.18,20.45,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Asgard","ios",26,13,8,8,7,50,30.77,30.77,26.92,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Gargantua","android",248,145,96,87,62,58.47,38.71,35.08,25,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Gargantua","ios",199,111,70,54,52,55.78,35.18,27.14,26.13,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Gotham","android",193,94,59,54,40,48.7,30.57,27.98,20.73,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Gotham","ios",95,42,31,24,20,44.21,32.63,25.26,21.05,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Krypton","android",64,36,27,25,15,56.25,42.19,39.06,23.44,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Krypton","ios",38,18,8,11,9,47.37,21.05,28.95,23.68,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Mordor","android",158,71,46,35,30,44.94,29.11,22.15,18.99,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Mordor","ios",91,47,36,22,20,51.65,39.56,24.18,21.98,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Tatooine","android",234,136,103,84,72,58.12,44.02,35.9,30.77,TRUE,TRUE,TRUE,TRUE
"2019-08-01","Tatooine","ios",172,96,83,61,45,55.81,48.26,35.47,26.16,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Asgard","android",57,20,17,9,6,35.09,29.82,15.79,10.53,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Asgard","ios",36,10,12,7,6,27.78,33.33,19.44,16.67,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Gargantua","android",342,157,112,101,78,45.91,32.75,29.53,22.81,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Gargantua","ios",184,92,67,50,48,50,36.41,27.17,26.09,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Gotham","android",233,87,56,41,38,37.34,24.03,17.6,16.31,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Gotham","ios",139,68,48,38,31,48.92,34.53,27.34,22.3,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Krypton","android",69,30,24,18,16,43.48,34.78,26.09,23.19,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Krypton","ios",43,30,18,9,9,69.77,41.86,20.93,20.93,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Mordor","android",135,57,50,42,29,42.22,37.04,31.11,21.48,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Mordor","ios",135,76,47,40,36,56.3,34.81,29.63,26.67,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Tatooine","android",260,160,110,75,62,61.54,42.31,28.85,23.85,TRUE,TRUE,TRUE,TRUE
"2019-08-02","Tatooine","ios",180,99,71,55,47,55,39.44,30.56,26.11,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Asgard","android",45,21,12,11,6,46.67,26.67,24.44,13.33,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Asgard","ios",34,18,13,11,8,52.94,38.24,32.35,23.53,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Gargantua","android",298,146,101,66,57,48.99,33.89,22.15,19.13,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Gargantua","ios",185,99,66,53,39,53.51,35.68,28.65,21.08,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Gotham","android",179,84,57,41,33,46.93,31.84,22.91,18.44,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Gotham","ios",160,75,41,36,23,46.88,25.63,22.5,14.38,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Krypton","android",50,21,15,11,10,42,30,22,20,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Krypton","ios",58,27,17,13,6,46.55,29.31,22.41,10.34,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Mordor","android",114,53,38,29,23,46.49,33.33,25.44,20.18,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Mordor","ios",163,86,48,36,29,52.76,29.45,22.09,17.79,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Tatooine","android",275,143,68,68,48,52,24.73,24.73,17.45,TRUE,TRUE,TRUE,TRUE
"2019-08-03","Tatooine","ios",182,102,69,64,44,56.04,37.91,35.16,24.18,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Asgard","android",72,30,22,18,10,41.67,30.56,25,13.89,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Asgard","ios",32,7,4,5,4,21.88,12.5,15.63,12.5,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Gargantua","android",304,141,92,72,47,46.38,30.26,23.68,15.46,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Gargantua","ios",163,74,51,35,39,45.4,31.29,21.47,23.93,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Gotham","android",206,89,68,45,31,43.2,33.01,21.84,15.05,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Gotham","ios",155,69,51,30,27,44.52,32.9,19.35,17.42,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Krypton","android",67,22,19,16,14,32.84,28.36,23.88,20.9,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Krypton","ios",50,23,16,11,9,46,32,22,18,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Mordor","android",143,71,53,42,31,49.65,37.06,29.37,21.68,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Mordor","ios",161,78,55,49,40,48.45,34.16,30.43,24.84,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Tatooine","android",280,128,90,73,65,45.71,32.14,26.07,23.21,TRUE,TRUE,TRUE,TRUE
"2019-08-04","Tatooine","ios",174,102,70,57,53,58.62,40.23,32.76,30.46,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Asgard","android",37,18,10,6,7,48.65,27.03,16.22,18.92,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Asgard","ios",34,20,10,9,7,58.82,29.41,26.47,20.59,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Gargantua","android",281,137,85,63,52,48.75,30.25,22.42,18.51,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Gargantua","ios",197,102,66,51,44,51.78,33.5,25.89,22.34,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Gotham","android",158,73,55,40,29,46.2,34.81,25.32,18.35,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Gotham","ios",136,69,42,35,18,50.74,30.88,25.74,13.24,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Krypton","android",54,27,16,15,11,50,29.63,27.78,20.37,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Krypton","ios",40,23,17,9,5,57.5,42.5,22.5,12.5,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Mordor","android",136,81,60,48,48,59.56,44.12,35.29,35.29,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Mordor","ios",103,55,39,22,21,53.4,37.86,21.36,20.39,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Tatooine","android",262,125,89,71,57,47.71,33.97,27.1,21.76,TRUE,TRUE,TRUE,TRUE
"2019-08-05","Tatooine","ios",151,79,63,42,38,52.32,41.72,27.81,25.17,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Asgard","android",58,14,11,12,7,24.14,18.97,20.69,12.07,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Asgard","ios",29,12,7,6,4,41.38,24.14,20.69,13.79,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Gargantua","android",252,125,92,68,59,49.6,36.51,26.98,23.41,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Gargantua","ios",222,105,82,56,46,47.3,36.94,25.23,20.72,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Gotham","android",176,88,53,42,38,50,30.11,23.86,21.59,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Gotham","ios",153,66,43,29,24,43.14,28.1,18.95,15.69,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Krypton","android",70,40,30,26,17,57.14,42.86,37.14,24.29,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Krypton","ios",37,22,14,15,7,59.46,37.84,40.54,18.92,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Mordor","android",126,61,44,32,25,48.41,34.92,25.4,19.84,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Mordor","ios",125,59,49,37,32,47.2,39.2,29.6,25.6,TRUE,TRUE,TRUE,TRUE
"2019-08-06","Tatooine","android",311,171,125,95,91,54.98,40.19,30.55,29.26,TRUE,TRUE,TRUE,TRUE
